IMG_PATH,TRUE_CATEGORY,TRUE_LABEL,PRED_CATEGORY,PRED_LABEL,PRED_SCORE,DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1003.jpg,NORMAL,0,NORMAL,0,0.6168058550643206,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1004.jpg,NORMAL,0,NORMAL,0,0.6265268637997032,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1011.jpg,NORMAL,0,NORMAL,0,0.6509753613687312,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1013.jpg,NORMAL,0,NORMAL,0,0.6403622449687836,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1020.jpg,NORMAL,0,NORMAL,0,0.6321571826648096,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1035.jpg,NORMAL,0,NORMAL,0,0.6459782990595374,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_104.jpg,NORMAL,0,NORMAL,0,0.6405039951224414,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1055.jpg,NORMAL,0,NORMAL,0,0.6258907625743649,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1071.jpg,NORMAL,0,NORMAL,0,0.6473632940338454,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_112.jpg,NORMAL,0,NORMAL,0,0.6572753927474373,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1131.jpg,NORMAL,0,NORMAL,0,0.6327089242516972,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1133.jpg,NORMAL,0,NORMAL,0,0.6133823092197161,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1136.jpg,NORMAL,0,NORMAL,0,0.6221457552755957,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1137.jpg,NORMAL,0,NORMAL,0,0.6163579301023916,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1138.jpg,NORMAL,0,NORMAL,0,0.6297684060373704,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1142.jpg,NORMAL,0,NORMAL,0,0.6382829849457367,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1156.jpg,NORMAL,0,NORMAL,0,0.6339112113562491,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1158.jpg,NORMAL,0,NORMAL,0,0.5951507952530573,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1164.jpg,NORMAL,0,NORMAL,0,0.6262789770965066,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1176.jpg,NORMAL,0,NORMAL,0,0.6234922505491343,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1178.jpg,NORMAL,0,NORMAL,0,0.6129831026739689,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1192.jpg,NORMAL,0,NORMAL,0,0.6455394190416558,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1193.jpg,NORMAL,0,NORMAL,0,0.6559660576944046,90_DEG
/home/randellini/Image_Anomaly_Detection/dataset/images_lego_256/one_up/90_DEG/frame_1195.jpg,NORMAL,0,NORMAL,0,0.6422391606175928,90_DEG
